block_id,route_id,wheelchair_accessible,direction_id,trip_headsign,shape_id,service_id,trip_id
a_3-94-1,94,1,0,Henlow & Scurfield,2065,2_merged_61271,14640
a_3-94-1,94,1,1,Walmart & Kenaston,2066,2_merged_61271,14641
b_6-60-51,60,1,1,Downtown,1388,18549-special,18549
a_3-95-1,95,1,1,Riverview,1560,2_merged_61271,14647
a_3-94-1,94,1,0,Henlow & Scurfield,2065,2_merged_61271,14644
b_6-60-51,60,1,1,Downtown,1388,18545-special,18545
b_6-60-51,60,1,0,University of Manitoba,1387,18544-special,18544
a_3-95-1,95,1,0,Pan Am Pool,1558,2_merged_61271,14648
a_3-95-1,95,1,1,Riverview,1557,2_merged_61271,14649
b_6-60-51,60,1,1,Downtown,1388,18541-special,18541
b_6-60-51,60,1,0,University of Manitoba,1387,18540-special,18540
b_6-60-51,60,1,1,Downtown,1388,18543-special,18543
b_6-60-51,60,1,0,University of Manitoba,1387,18542-special,18542
b_2-17-5,17,1,1,Misericordia Health Centre,1078,3,9043_merged_74598
b_1-3-1,3,1,0,University of Winnipeg,1242,2_merged_61273,48_merged_77696
b_2-160-2,160,1,1,Downtown,1052,3,11990_merged_71525
b_1-160-2,160,1,0,University of Manitoba,1051,2_merged_61273,7450_merged_70802
a_2-51-2,51,1,0,U of Manitoba,1351,1,10789_merged_63074
b_1-14-1,14,1,1,Ferry Road,955,2_merged_61273,763_merged_74614
a_1-75-8,75,1,0,University of Manitoba,2107,4_merged_61272,6131_merged_64106
a_2-29-2,29,1,0,Windermere,1238,1,10191_merged_66556
b_2-60-2,60,1,1,Downtown,1388,3,10566_merged_71247
b_2-18-8,18,1,0,Garden City Centre via Jefferson,1110,3,9193_merged_71226
a_2-55-2,55,1,1,U of Winnipeg via Dakota,1364,1,10843_merged_70171
b_6-33-50,33,1,1,Downtown,1927,18099-special,18099
b_6-33-50,33,1,0,Maples via Jefferson,1928,18098-special,18098
a_1-72-3,72,1,0,South Point via Killarney,1936,4_merged_61272,5910_merged_64780
b_6-33-50,33,1,1,Downtown,1930,18093-special,18093
b_6-33-50,33,1,0,Maples via Mapleglen,1929,18092-special,18092
b_6-33-50,33,1,1,Downtown,1927,18091-special,18091
a_3-19-4,19,1,0,Red River College via Logan,1154,2_merged_61271,13537_merged_61461
b_6-33-50,33,1,1,Downtown,1930,18097-special,18097
b_6-33-50,33,1,0,Maples via Mapleglen,1929,18096-special,18096
b_6-33-50,33,1,1,Downtown,1927,18095-special,18095
b_6-33-50,33,1,0,Maples via Jefferson,1928,18094-special,18094
b_2-11-1,11,1,0,Polo Park,888,3,8244_merged_73822
b_2-66-3,66,1,0,Polo Park,1400,3,10713_merged_72168
a_2-99-2,99,1,1,Downtown,1578,1,12199_merged_70181
a_1-77-12,85,1,0,Kildonan Place,1500,4_merged_61272,6302_merged_68203
b_2-66-4,66,1,0,Unicity,1402,3,10752_merged_79548
b_2-91-1,91,1,0,St.Norbert,1530,3,11581_merged_78105
a_1-79-4,78,1,0,U of Manitoba via Cambridge,1469,4_merged_61272,6556_merged_63367
a_2-60-2,60,1,1,Downtown,1388,1,10941_merged_67993
b_1-10-1,10,1,0,St. Boniface via Provencher,872,2_merged_61273,121_merged_75062
b_2-99-2,99,1,0,Windermere & Pembina,1577,3,11836_merged_71409
a_1-74-3,26,1,0,Polo Park,1225,4_merged_61272,5988_merged_61283
b_1-33-7,33,1,0,Maples via Jefferson,1928,2_merged_61273,3249_merged_73724
b_1-14-1,14,1,0,South St. Vital via Dakota,954,2_merged_61273,766_merged_75646
b_2-47-2,47,1,0,Transcona via Kildare,1330,3,10307_merged_79066
a_2-95-2,95,1,1,Riverview,1907,1,12110_merged_69324
b_3-18-6,18,1,1,Assiniboine Park,1127,4_merged_61274,13076_merged_71108
a_2-11-2,11,1,1,Glenway,889,1,8640_merged_64899
b_3-19-1,19,1,1,Windsor Park via Drake,1153,4_merged_61274,13087_merged_75952
b_3-44-1,44,1,1,Broadway via Louelda,1303,4_merged_61274,13491_merged_73760
a_1-137-8,137,1,1,Balmoral Station,950,4_merged_61272,7684_merged_63284
a_2-2-1,2,1,0,Downtown Spirit-counterclockwise,1175,1,8454_merged_64060
a_3-55-2,55,1,1,U of Winnipeg via Meadowood,1366,2_merged_61271,14121_merged_63467
b_1-47-15,181,1,0,Whyte Ridge,1141,2_merged_61273,4299
b_1-47-15,47,1,1,Balmoral Station,1331,2_merged_61273,4298
a_1-47-5,47,1,1,Balmoral Station,1333,4_merged_61272,4295
a_1-47-5,47,1,0,Transcona via Regent,1332,4_merged_61272,4294
a_1-47-5,47,1,0,Transcona via Kildare,1330,4_merged_61272,4296
b_3-160-3,160,1,0,University of Manitoba,1051,4_merged_61274,14482_merged_76815
b_2-60-3,60,1,1,Downtown,1388,3,10611_merged_73745
a_2-19-2,19,1,0,Red River College via Logan,1154,1,9651_merged_64406
b_1-10-1,10,1,0,St. Boniface via Provencher,872,2_merged_61273,115_merged_79963
a_3-20-2,20,1,1,Airport Terminal,1179,2_merged_61271,13568_merged_68978
a_3-66-2,66,1,1,Downtown,1407,2_merged_61271,14253_merged_68262
a_3-66-3,66,1,1,Downtown,1407,2_merged_61271,14299_merged_70296
a_1-99-2,99,1,0,Windermere & Pembina,1577,4_merged_61272,7548_merged_64063
a_1-60-3,60,1,0,University of Manitoba,1387,4_merged_61272,5163_merged_65338
b_1-18-7,18,1,0,Riverbend,1111,2_merged_61273,1669_merged_72418
a_2-19-2,19,1,0,Red River College via Notre Dame,1162,1,9653_merged_63271
a_3-19-1,19,1,0,Red River College via Notre Dame,1161,2_merged_61271,13477_merged_69048
b_1-75-1,75,1,1,Kildonan Place,1434,2_merged_61273,5882_merged_72769
a_3-90-1,90,1,1,Henderson & Whellams,1526,2_merged_61271,14577_merged_65406
a_1-55-1,55,1,0,St.Vital Centre via Meadowood,1363,4_merged_61272,4748
a_1-12-3,12,1,1,City Hall,945,4_merged_61272,658_merged_70348
b_2-47-5,47,1,1,Balmoral Station,1333,3,10366_merged_75769
b_3-2-1,1,1,0,The Forks,866,4_merged_61274,12234
a_1-55-1,55,1,1,U of Winnipeg via Meadowood,1366,4_merged_61272,4747
b_2-24-4,24,1,0,Unicity,1218,3,9650_merged_73814
a_2-84-3,84,1,0,Walmart & Kenaston,1949,1,11789_merged_67006
b_1-90-6,90,1,0,North Transcona,1523,2_merged_61273,6759_merged_71354
b_6-16-55,16,1,1,Kingston Row,1014,17609-special,17609
b_6-16-55,16,1,0,Tyndall Park via Manitoba,1005,17608-special,17608
a_1-71-4,71,1,1,Portage via McPhillips,1424,4_merged_61272,5768_merged_65242
b_6-16-55,16,1,0,Tyndall Park via Manitoba,1005,17606-special,17606
b_6-16-55,16,1,1,St.Vital Centre,1034,17605-special,17605
b_6-16-55,16,1,0,Tyndall Park via Manitoba,1042,17604-special,17604
b_6-16-54,16,1,1,St.Vital Centre,1004,17601-special,17601
b_6-16-54,16,1,0,Tyndall Park via Burrows,1003,17600-special,17600
a_3-19-3,19,1,0,Red River College via Notre Dame,1162,2_merged_61271,13515
a_3-19-3,19,1,1,Windsor Park via Autumnwood,1156,2_merged_61271,13514
a_3-19-3,19,1,0,Red River College via Notre Dame,1162,2_merged_61271,13513
a_3-19-3,19,1,1,Windsor Park via Autumnwood,1159,2_merged_61271,13512
a_1-15-10,15,1,0,Airport via Flight Road,977,4_merged_61272,1048_merged_69793
a_2-160-4,160,1,1,Downtown,1052,1,12425_merged_63415
b_2-11-4,11,1,1,Glenway,889,3,8318_merged_71691
b_1-78-2,185,1,1,Osborne Village,1150,2_merged_61273,6189_merged_71218
a_1-66-15,66,1,1,Downtown,1403,4_merged_61272,5530_merged_63684
a_1-11-26,185,1,1,Osborne Village,1150,4_merged_61272,555_merged_66587
a_1-181-4,181,1,0,Whyte Ridge,1141,4_merged_61272,8303_merged_68345
a_1-19-7,19,1,0,Red River College via Notre Dame,1161,4_merged_61272,2022_merged_67370
a_1-21-8,21,1,0,Crestview,1196,4_merged_61272,2362_merged_69877
b_1-162-32,162,1,0,St. Norbert,1062,2_merged_61273,7846_merged_73342
a_2-60-2,60,1,1,Downtown,1388,1,10965_merged_68336
a_2-77-3,77,1,1,Kildonan Place,1448,1,11520_merged_70370
a_3-17-3,17,1,1,Misericordia Health Centre,1085,2_merged_61271,13325_merged_62658
a_1-76-2,76,1,1,St.Vital Centre,1444,4_merged_61272,6188
a_1-162-40,162,1,0,University of Manitoba,1055,4_merged_61272,8179_merged_63509
a_1-47-18,47,1,1,Balmoral Station,1333,4_merged_61272,4442_merged_70674
b_1-32-11,32,1,1,Downtown,1252,2_merged_61273,3116_merged_74297
a_3-19-1,19,1,0,Red River College via Notre Dame,1162,2_merged_61271,13463_merged_64115
b_2-47-5,47,1,1,Balmoral Station,1331,3,10376
a_2-38-2,38,1,1,William Stephenson & Main,1285,1,10377
b_2-47-5,47,1,0,Transcona via Kildare,1330,3,10375
a_1-33-1,33,1,1,Downtown,1927,4_merged_61272,3304_merged_70631
b_3-38-1,38,1,0,Templeton & McPhillips,1278,4_merged_61274,13423_merged_74198
b_1-66-2,66,1,1,Downtown,1407,2_merged_61273,5193_merged_76959
b_1-78-7,36,1,0,U of Manitoba,1274,2_merged_61273,6239
a_1-77-3,77,1,0,Polo Park,1446,4_merged_61272,6235
a_1-77-3,77,1,1,Kildonan Place,1448,4_merged_61272,6236
a_1-77-3,66,1,0,Polo Park,1400,4_merged_61272,6231
a_1-77-3,77,1,1,Kildonan Place,1448,4_merged_61272,6232
a_2-82-1,82,1,0,Unicity,1478,1,11663_merged_64453
a_2-83-2,83,1,0,Unicity,1484,1,11710_merged_70217
a_1-137-1,137,1,1,Balmoral Station,950,4_merged_61272,7651_merged_65736
a_3-24-1,24,1,0,Unicity,1220,2_merged_61271,13606_merged_65957
b_1-160-5,160,1,1,Downtown,1052,2_merged_61273,7537_merged_77440
b_1-24-11,24,1,1,City Hall,1219,2_merged_61273,2587_merged_74547
b_2-33-3,33,1,1,Downtown,1930,3,9933_merged_76563
a_2-94-1,94,1,0,Henlow & Scurfield,2065,1,12044_merged_66834
a_3-33-1,33,1,1,Downtown,1927,2_merged_61271,13734_merged_63540
a_1-14-2,14,1,1,Ferry Road,955,4_merged_61272,753_merged_69434
a_1-55-9,55,1,0,St.Vital Centre via Meadowood,1363,4_merged_61272,4844_merged_68325
b_1-66-6,66,1,0,Polo Park,1400,2_merged_61273,5245_merged_74431
b_3-60-2,60,1,1,Downtown,1388,4_merged_61274,13798_merged_73950
a_1-60-9,60,1,0,University of Manitoba,1387,4_merged_61272,5266
b_2-43-2,43,1,0,Kildonan Place,1297,3,10094_merged_77833
a_1-60-9,60,1,0,University of Manitoba,1387,4_merged_61272,5264
a_1-60-9,60,1,1,Downtown,1388,4_merged_61272,5263
a_1-60-9,60,1,1,Downtown,1388,4_merged_61272,5261
b_1-66-7,74,1,1,Polo Park,2216,2_merged_61273,5260
a_1-162-7,162,1,1,Downtown,1057,4_merged_61272,7933_merged_67554
a_1-18-7,18,1,0,Garden City Centre via Jefferson,1110,4_merged_61272,1709
a_1-20-3,20,1,1,Airport Terminal,1179,4_merged_61272,2189_merged_61772
a_2-76-1,76,1,0,U of Manitoba,1445,1,11481_merged_69159
b_1-11-6,11,1,1,North Kildonan via Rothesay,896,2_merged_61273,302_merged_77002
b_1-14-5,14,1,0,South St. Vital via Paddington,956,2_merged_61273,818_merged_71268
a_1-48-8,25,1,0,Unicity,1224,4_merged_61272,4499_merged_69212
a_2-99-2,99,1,0,Windermere & Pembina,1577,1,12182_merged_65301
b_2-77-2,77,1,1,Kildonan Place,1448,3,11137
a_2-66-4,66,1,1,Downtown,1407,1,11132
a_2-66-4,66,1,0,Dieppe Loop,1406,1,11131
a_1-66-7,66,1,0,Polo Park,1400,4_merged_61272,5426_merged_64854
a_3-29-1,29,1,1,Logan,1237,2_merged_61271,13662_merged_66284
b_2-45-2,45,1,0,Kildonan Place,1310,3,10241_merged_74253
b_6-24-50,24,1,1,Polo Park,1222,17980-special,17980
b_6-24-50,24,1,0,Unicity,1220,17981-special,17981
b_6-24-50,24,1,1,Polo Park,1222,17982-special,17982
b_6-24-50,24,1,0,Unicity,1220,17983-special,17983
b_6-24-50,24,1,1,Portage & Tylehurst,1221,17984-special,17984
b_6-24-51,24,1,0,Unicity,1220,17987-special,17987
b_6-24-51,24,1,1,Polo Park,1222,17988-special,17988
b_6-24-51,24,1,0,Unicity,1220,17989-special,17989
b_2-38-2,38,1,0,Templeton & McPhillips,1282,3,10005_merged_74556
a_1-21-4,24,1,0,Unicity,1220,4_merged_61272,2308_merged_61430
b_1-19-1,19,1,1,Windsor Park via Autumnwood,1156,2_merged_61273,1857_merged_74031
a_2-19-3,19,1,0,Red River College via Logan,1154,1,9681_merged_70251
b_2-93-1,93,1,1,St. Vital Centre,1537,3,11672_merged_78787
a_2-10-2,10,1,0,St. Boniface via Tache,870,1,8568_merged_70482
a_1-29-17,29,1,0,City Hall,1236,4_merged_61272,3106_merged_69474
b_2-60-3,60,1,1,Downtown,1388,3,10617_merged_77450
b_2-66-3,66,1,0,Dieppe Loop,1406,3,10727_merged_78452
b_6-86-50,86,1,1,Fort Rouge Station,1954,18927-special,18927
a_3-71-1,71,1,1,Portage via Sinclair,1422,2_merged_61271,14319_merged_68804
b_2-76-1,76,1,1,St.Vital Centre,1444,3,11101_merged_73440
a_2-75-3,75,1,1,Kildonan Place,1434,1,11447_merged_67188
b_1-32-13,32,1,0,Riverbend,1251,2_merged_61273,3129_merged_79219
a_1-22-6,22,1,1,City Hall,1209,4_merged_61272,2530_merged_61974
a_1-71-7,71,1,0,Templeton via Sinclair,1423,4_merged_61272,5813_merged_66601
a_1-162-15,162,1,1,Downtown,1057,4_merged_61272,8003_merged_64574
b_2-11-6,11,1,1,Glenway,889,3,8350
b_2-10-2,10,1,0,St. Boniface via Tache,870,3,8192
b_2-10-2,10,1,0,St. Boniface via Tache,870,3,8190
b_2-10-2,10,1,1,Wolseley-Provencher via Provencher,871,3,8197
a_2-160-4,160,1,0,University of Manitoba,1051,1,12440
a_2-160-4,160,1,1,Downtown,1052,1,12441
b_2-10-2,10,1,0,St. Boniface via Tache,870,3,8198
b_2-11-6,11,1,0,Polo Park,888,3,8355
b_2-3-1,3,1,1,City Hall,2074,3,8123_merged_77187
b_2-84-1,86,1,0,Bridgwater,1955,3,11370_merged_77899
a_1-26-5,26,1,1,City Hall,1226,4_merged_61272,2858_merged_68935
b_2-29-1,29,1,1,Logan,1235,3,9786_merged_77484
a_1-22-7,22,1,0,St.Charles,1215,4_merged_61272,2535_merged_61977
b_1-93-1,93,1,0,Highbury & Southfields,1538,2_merged_61273,6875_merged_79362
a_1-42-3,24,1,1,City Hall,1219,4_merged_61272,3750_merged_66300
a_2-74-1,78,1,1,Polo Park via Cambridge,1467,1,11361_merged_63906
b_2-20-2,20,1,0,Watt & Leighton,1178,3,9388_merged_71433
b_2-55-1,55,1,0,St. Vital Centre via Dakota,1365,3,10441_merged_72825
b_2-11-12,11,1,1,North Kildonan via Donwood,890,3,8441_merged_78050
b_2-71-4,71,1,1,Portage via Sinclair,1422,3,10927_merged_77046
b_6-160-51,160,1,0,University of Manitoba,1051,19245-special,19245
b_6-160-51,160,1,1,Downtown,1052,19244-special,19244
b_6-160-51,160,1,0,University of Manitoba,1051,19247-special,19247
b_6-160-51,160,1,1,Downtown,1052,19246-special,19246
b_6-160-51,160,1,0,University of Manitoba,1051,19241-special,19241
b_6-160-51,160,1,1,Downtown,1052,19240-special,19240
b_6-160-51,160,1,0,University of Manitoba,1051,19243-special,19243
b_6-160-51,160,1,1,Downtown,1052,19242-special,19242
b_1-53-2,56,1,1,University of Winnipeg,1374,2_merged_61273,4507_merged_79727
b_6-160-51,160,1,0,University of Manitoba,1051,19249-special,19249
b_6-160-51,160,1,1,Downtown,1052,19248-special,19248
a_1-162-41,162,1,0,St. Norbert,1062,4_merged_61272,8183_merged_66781
b_2-18-5,18,1,0,Garden City Centre via Jefferson,1126,3,9142_merged_77069
b_1-162-11,162,1,0,University of Manitoba,2109,2_merged_61273,7672
a_1-87-3,87,1,0,South Transcona,1509,4_merged_61272,6846_merged_65382
b_1-48-5,180,1,0,Scurfield & Kenaston,1139,2_merged_61273,4369_merged_78876
b_3-14-4,14,1,0,South St. Vital via Paddington,956,4_merged_61274,12676_merged_73989
b_1-18-3,18,1,0,Garden City Centre via Jefferson,1110,2_merged_61273,1611_merged_76963
b_2-75-1,75,1,0,University of Manitoba,1437,3,11041_merged_74292
a_1-94-2,94,1,1,Wildwood Park via Windermere,1966,4_merged_61272,7231_merged_68850
b_1-29-3,29,1,0,City Hall,1236,2_merged_61273,2804_merged_72722
b_1-160-2,160,1,1,Downtown,1052,2_merged_61273,7461_merged_75342
a_2-89-1,89,1,1,Day & Regent,1519,1,11857_merged_70384
b_1-24-4,79,1,1,Polo Park via Kenaston,1474,2_merged_61273,2539
a_3-18-5,18,1,1,Tuxedo,1107,2_merged_61271,13443_merged_63780
a_1-60-5,60,1,1,Downtown,1388,4_merged_61272,5203_merged_61473
b_1-24-4,79,1,0,Westdale via Kenaston,1477,2_merged_61273,2532
b_1-24-4,79,1,1,Polo Park via Kenaston,1474,2_merged_61273,2531
a_1-66-15,66,1,1,Downtown,1401,4_merged_61272,5526_merged_68281
b_1-24-4,79,1,0,Westdale via Kenaston,1477,2_merged_61273,2534
b_1-47-11,47,1,1,Balmoral Station,1333,2_merged_61273,4254_merged_76134
a_2-24-5,24,1,0,Unicity,1218,1,10049_merged_65817
a_1-98-1,98,1,0,Westdale,1571,4_merged_61272,7418_merged_70158
b_1-10-2,10,1,0,St. Boniface via Provencher,872,2_merged_61273,144_merged_76029
b_2-55-4,55,1,0,St.Vital Centre via Meadowood,1363,3,10521_merged_76076
b_6-11-57,11,1,1,North Kildonan via Rothesay,907,17166-special,17166
a_1-47-10,47,1,1,Balmoral Station,1333,4_merged_61272,4380_merged_68467
b_6-11-57,11,1,1,North Kildonan via Donwood,916,17164-special,17164
b_6-11-57,11,1,0,St. Charles,899,17165-special,17165
b_6-11-57,11,1,1,North Kildonan via Rothesay,920,17162-special,17162
b_6-11-57,11,1,0,Crestview,915,17163-special,17163
b_6-11-57,11,1,1,North Kildonan via Donwood,925,17160-special,17160
b_6-11-57,11,1,0,Westwood,919,17161-special,17161
b_1-95-1,95,1,0,Fort Rouge Station,1552,2_merged_61273,7007_merged_79694
a_2-44-3,44,1,0,Kildonan Place via London,1302,1,10545_merged_65700
a_2-71-3,71,1,1,Portage via Sinclair,1422,1,11288_merged_61442
b_3-19-2,19,1,0,Red River College via Notre Dame,1162,4_merged_61274,13114_merged_71958
b_6-11-57,11,1,1,North Kildonan via Donwood,898,17168-special,17168
b_6-11-57,11,1,0,Crestview,926,17169-special,17169
b_2-83-2,83,1,1,Thompson & Ness,1483,3,11334_merged_78546
a_2-19-4,19,1,1,Windsor Park via Autumnwood,1159,1,9700_merged_66672
b_2-99-1,99,1,1,Downtown,1731,3,11813_merged_71781
b_1-10-3,10,1,1,Wolseley-Provencher via Provencher,871,2_merged_61273,154_merged_71200
a_2-33-4,33,1,0,Maples via Mapleglen,1929,1,10315_merged_62805
a_1-77-13,77,1,0,Polo Park,1446,4_merged_61272,6309_merged_68194
a_1-15-1,15,1,1,Mountain & Fife,969,4_merged_61272,933
a_1-15-1,15,1,0,Airport via Flight Road,980,4_merged_61272,932
a_1-15-1,15,1,1,Inkster Park via Church,972,4_merged_61272,931
a_1-15-1,15,1,0,Airport via Wellington,973,4_merged_61272,930
b_1-66-6,66,1,0,Polo Park,1400,2_merged_61273,5233_merged_79010
a_1-47-8,47,1,1,Balmoral Station,1331,4_merged_61272,4350_merged_64199
a_1-16-17,29,1,1,Logan,1237,4_merged_61272,1307_merged_62561
a_1-11-2,11,1,0,Polo Park,897,4_merged_61272,263_merged_65801
a_2-29-2,29,1,1,Logan,1237,1,10196_merged_66550
b_1-17-10,17,1,1,Misericordia Health Centre,1083,2_merged_61273,1510_merged_75182
b_2-160-4,160,1,1,Downtown,1052,3,12052_merged_71370
a_1-19-3,19,1,1,Windsor Park via Autumnwood,1156,4_merged_61272,1939_merged_64649
a_1-14-1,14,1,0,South St. Vital via Dakota,954,4_merged_61272,731_merged_70460
a_1-60-7,60,1,1,Downtown,1388,4_merged_61272,5242_merged_62193
b_1-47-4,47,1,0,Transcona via Regent,1328,2_merged_61273,4133_merged_79077
a_3-16-3,16,1,0,Tyndall Park via Burrows,1003,2_merged_61271,13213_merged_64994
b_1-12-6,12,1,0,Polo Park,944,2_merged_61273,712_merged_79517
a_1-47-13,36,1,1,Health Sciences Centre,1273,4_merged_61272,4402_merged_66701
a_2-94-1,94,1,1,Walmart & Kenaston,2066,1,12051_merged_61956
a_2-99-2,99,1,1,Downtown,1578,1,12177_merged_67844
a_1-44-19,44,1,1,Broadway via London,1301,4_merged_61272,4037_merged_66997
b_2-3-1,3,1,0,University of Winnipeg,1242,3,8112_merged_72597
a_1-17-12,17,1,0,Seven Oaks Hospital,1084,4_merged_61272,1575_merged_66108
b_1-22-11,22,1,1,City Hall,1209,2_merged_61273,2412
b_1-32-17,32,1,0,Leila,1249,2_merged_61273,3151_merged_74969
a_1-19-6,19,1,0,Red River College via Notre Dame,1161,4_merged_61272,2008_merged_67684
b_1-22-12,22,1,0,Westwood,1204,2_merged_61273,2419
b_3-11-7,11,1,0,St. Charles,906,4_merged_61274,12447_merged_74665
a_1-15-7,15,1,1,Mountain & Fife,974,4_merged_61272,996_merged_69023
b_6-44-51,44,1,0,Kildonan Place via Louelda,1300,18282-special,18282
b_2-66-3,66,1,0,Polo Park,1400,3,10725_merged_77345
a_1-16-10,16,1,0,Tyndall Park via Manitoba,1025,4_merged_61272,1222_merged_64368
b_2-11-15,11,1,0,St. Charles,923,3,8487_merged_80094
a_1-66-6,66,1,1,Downtown,1401,4_merged_61272,5419_merged_63030
b_2-55-3,55,1,0,St. Vital Centre via Dakota,1365,3,10501_merged_75806
a_2-77-6,77,1,0,Polo Park,1446,1,11551_merged_65787
a_2-82-1,82,1,1,Grace Hospital,1479,1,11656_merged_69064
b_6-44-51,44,1,0,Kildonan Place via London,1302,18280-special,18280
b_1-29-10,29,1,0,City Hall,1236,2_merged_61273,2883
b_1-29-10,29,1,0,City Hall,1236,2_merged_61273,2881
a_1-71-8,71,1,1,Portage via McPhillips,1424,4_merged_61272,5838_merged_67381
b_1-29-10,29,1,0,City Hall,1236,2_merged_61273,2887
b_1-29-10,29,1,1,Logan,1235,2_merged_61273,2884
b_1-29-10,29,1,1,Logan,1235,2_merged_61273,2888
b_1-29-10,29,1,0,City Hall,1236,2_merged_61273,2889
b_1-44-17,44,1,0,Kildonan Place via London,1302,2_merged_61273,3846_merged_79086
b_2-51-1,51,1,1,St. Vital Centre,1352,3,10383_merged_75424
b_1-84-2,84,1,0,Walmart & Kenaston,1949,2_merged_61273,6483_merged_77531
a_1-163-8,163,1,0,Bridgwater Forest,1075,4_merged_61272,8239_merged_65405
a_2-17-3,17,1,1,Misericordia Health Centre,1085,1,9395_merged_66914
a_1-60-4,60,1,0,University of Manitoba,1387,4_merged_61272,5174_merged_70231
b_1-36-1,36,1,0,U of Manitoba,2089,2_merged_61273,3406_merged_77439
b_1-21-1,21,1,0,Crestview,1196,2_merged_61273,2173_merged_74033
b_2-10-1,10,1,0,St. Boniface via Provencher,872,3,8143_merged_78157
a_2-162-2,162,1,0,St. Norbert,1056,1,12503_merged_69835
b_2-89-2,89,1,1,Kildonan Place,1517,3,11508_merged_76147
a_1-162-29,12,1,1,City Hall,947,4_merged_61272,8109_merged_68111
a_1-1-1,1,1,0,The Forks,866,4_merged_61272,4_merged_67008
a_1-11-22,11,1,1,Glenway,917,4_merged_61272,514_merged_64362
b_3-11-10,11,1,0,Crestview,926,4_merged_61274,12506_merged_79251
b_2-26-2,26,1,0,Polo Park,1225,3,9748_merged_75470
a_1-18-4,18,1,1,Tuxedo,1115,4_merged_61272,1665_merged_63011
b_1-11-14,11,1,1,North Kildonan via Donwood,890,2_merged_61273,415_merged_73295
a_3-85-1,85,1,1,Henderson & Whellams,1499,2_merged_61271,14511_merged_66467
b_1-11-14,11,1,0,Polo Park,897,2_merged_61273,414_merged_73294
b_2-45-2,45,1,0,Kildonan Place,1310,3,10255_merged_78840
b_2-24-5,24,1,1,City Hall,1219,3,9681_merged_79662
b_1-11-22,11,1,0,Westwood,892,2_merged_61273,520_merged_78371
a_1-75-6,75,1,0,University of Manitoba,1435,4_merged_61272,6101_merged_66843
a_2-75-3,75,1,1,Kildonan Place,1434,1,11445_merged_67190
a_2-26-1,26,1,0,Polo Park,1225,1,10097_merged_68419
a_2-24-4,24,1,1,Polo Park,1222,1,10036_merged_69414
b_1-12-4,12,1,0,Polo Park,944,2_merged_61273,681
a_2-60-3,60,1,1,Downtown,1388,1,10990_merged_64089
a_1-87-3,87,1,0,South Transcona,1509,4_merged_61272,6852_merged_70278
a_1-67-5,67,1,0,Westdale,1413,4_merged_61272,5593_merged_62726
a_1-66-13,66,1,1,Downtown,1401,4_merged_61272,5510_merged_65605
b_1-20-4,20,1,0,Fort & Portage,1180,2_merged_61273,2114_merged_74384
a_1-55-9,55,1,0,St. Vital Centre via Dakota,1368,4_merged_61272,4826_merged_63775
b_3-15-1,15,1,0,Airport via Wellington,971,4_merged_61274,12698_merged_73664
a_2-24-6,24,1,0,Unicity,1218,1,10077_merged_70058
b_3-14-1,14,1,1,Ferry Road,957,4_merged_61274,12610_merged_75015
a_1-94-1,94,1,0,Whyte Ridge,1959,4_merged_61272,7188_merged_61360
a_1-68-4,68,1,1,University of Winnipeg,1418,4_merged_61272,5656_merged_62236
a_1-10-5,10,1,0,St. Boniface via Tache,870,4_merged_61272,203_merged_66819
a_2-71-2,71,1,0,Templeton via Sinclair,1423,1,11237_merged_67964
b_3-170-3,66,1,0,Polo Park,1400,4_merged_61274,14553_merged_75019
a_1-72-7,72,1,1,University of Manitoba via Dalhousie,1937,4_merged_61272,5970_merged_65130
b_1-29-9,29,1,1,Logan,1237,2_merged_61273,2855_merged_78351
b_1-19-6,19,1,0,Red River College via Logan,1154,2_merged_61273,1940_merged_78330
a_3-17-2,17,1,1,Misericordia Health Centre,1078,2_merged_61271,13292_merged_66335
a_1-55-14,55,1,1,U of Winnipeg via Meadowood,1366,4_merged_61272,4889
a_1-55-13,55,1,0,St. Vital Centre via Dakota,1365,4_merged_61272,4880
a_1-55-13,55,1,1,U of Winnipeg via Meadowood,1366,4_merged_61272,4881
b_1-58-3,28,1,1,City Hall,1759,2_merged_61273,4882
a_1-55-14,50,1,1,University of Winnipeg,1347,4_merged_61272,4887
b_1-163-6,163,1,0,Bridgwater Forest,1075,2_merged_61273,7916_merged_76746
b_1-47-9,47,1,0,Transcona via Kildare,1330,2_merged_61273,4204_merged_71213
a_1-66-16,24,1,1,Portage & Tylehurst,1221,4_merged_61272,5538_merged_63688
a_1-99-2,99,1,0,Windermere & Pembina,1577,4_merged_61272,7570_merged_62558
b_1-55-15,55,1,0,St. Vital Centre via Dakota,1365,2_merged_61273,4735_merged_78480
b_1-72-3,72,1,1,University of Manitoba,1939,2_merged_61273,5775_merged_79554
a_1-11-11,11,1,1,Glenway,889,4_merged_61272,369_merged_68652
a_2-18-8,18,1,0,Riverbend,1111,1,9574_merged_66891
a_1-162-28,162,1,0,University of Manitoba,1055,4_merged_61272,8100_merged_63913
a_2-11-12,11,1,0,Polo Park,897,1,8818_merged_65725
b_1-33-2,35,1,0,Amber Trails,1272,2_merged_61273,3182_merged_77547
a_1-38-4,38,1,0,Templeton & McPhillips,1282,4_merged_61272,3608_merged_62941
a_1-11-18,11,1,0,Polo Park,888,4_merged_61272,460_merged_64721
